12	18	3	0 0 0 0 
131	132	30	1 1 0 1 
221	224	8	1 1 0 0 
112	118	21	0 1 1 1 
105	112	28	1 1 0 0 
121	124	15	0 1 1 0 
36	41	48	1 0 0 0 
66	67	36	1 1 1 1 
208	208	47	1 0 0 1 
209	213	3	1 1 0 0 
131	133	2	0 1 0 1 
183	189	8	0 1 0 0 
112	121	32	1 0 1 0 
54	56	30	0 0 0 1 
121	127	14	0 0 0 1 
201	203	49	0 0 1 1 
169	172	14	1 0 1 0 
248	251	40	0 0 1 0 
143	151	6	1 1 1 1 
235	242	28	0 0 1 1 
87	88	4	1 0 1 1 
182	185	31	0 0 0 0 
116	116	37	1 0 0 1 
66	75	23	0 0 1 0 
43	50	14	1 1 0 1 
130	132	37	1 1 1 1 
0	5	4	1 0 1 1 
90	93	31	1 0 0 1 
93	102	42	1 1 0 1 
17	20	21	0 0 0 1 
36	45	18	0 0 1 0 
81	89	18	1 1 1 0 
79	80	22	1 1 1 1 
168	174	12	0 0 0 0 
227	232	15	0 1 1 0 
246	254	14	1 1 1 0 
100	108	46	1 0 0 1 
39	45	25	0 0 0 0 
177	184	23	0 1 0 0 
27	34	14	1 1 1 1 
24	25	29	1 0 1 1 
220	224	19	0 0 0 1 
96	103	22	1 1 1 0 
196	197	14	1 0 0 0 
245	254	5	1 0 1 0 
87	94	34	1 1 0 1 
243	252	28	1 1 1 0 
145	149	16	1 1 0 1 
91	99	33	1 0 0 1 
193	194	5	0 0 0 0 
91	99	46	0 0 1 1 
50	50	4	0 0 1 0 
32	35	16	0 1 0 0 
145	152	7	0 0 0 0 
4	8	30	1 1 1 1 
147	154	40	1 1 1 0 
37	38	7	0 0 1 0 
145	154	27	1 0 1 1 
130	132	47	0 0 0 0 
168	173	41	1 1 1 0 
164	167	38	1 1 1 1 
108	110	5	0 0 1 0 
110	115	15	1 0 0 0 
51	55	46	1 1 0 1 
159	167	25	1 1 1 0 
34	36	36	1 0 0 1 
183	185	13	0 0 1 1 
206	210	7	1 0 1 0 
236	239	17	0 1 0 1 
168	172	36	1 0 1 1 
197	199	50	1 0 0 0 
225	232	34	1 0 0 0 
73	80	45	0 0 1 1 
118	126	25	1 0 0 1 
50	54	42	0 1 1 1 
235	244	24	0 1 1 0 
126	132	38	1 1 1 1 
21	23	2	0 1 1 0 
66	72	2	0 0 0 1 
123	131	48	0 1 1 0 
224	228	41	0 1 0 1 
166	171	17	1 1 1 0 
200	206	7	0 0 1 1 
100	109	0	0 0 1 1 
21	24	5	1 1 0 1 
200	207	12	0 1 1 0 
143	145	50	1 0 1 1 
14	16	49	0 1 1 1 
105	113	11	1 0 0 0 
116	118	28	1 1 1 1 
91	93	18	0 1 0 0 
233	234	13	0 0 1 1 
179	180	12	1 1 1 0 
81	85	26	1 1 1 0 
234	237	30	1 1 0 0 
123	124	12	0 1 1 1 
249	251	2	1 0 1 0 
211	220	41	1 1 0 0 
25	34	2	0 0 1 1 
117	117	43	0 0 1 1 
243	243	5	0 0 0 1 
249	252	42	0 0 1 0 
201	209	23	0 1 0 0 
110	113	39	1 1 1 1 
232	233	18	1 0 1 0 
208	208	33	1 1 0 0 
168	174	48	0 0 1 0 
118	126	47	0 0 1 1 
135	139	33	1 0 1 0 
193	202	8	1 0 0 1 
209	218	36	0 0 1 0 
241	244	9	1 0 1 1 
57	57	43	1 0 0 1 
88	89	29	0 0 1 0 
17	20	49	1 1 1 1 
240	246	26	1 0 1 0 
21	27	25	0 0 1 0 
22	28	48	1 0 1 0 
87	91	21	1 0 0 1 
235	237	5	1 1 1 1 
36	45	13	0 1 1 0 
178	186	15	0 1 1 1 
210	215	42	1 0 0 1 
237	239	7	1 0 0 1 
149	153	4	1 0 1 1 
1	9	5	1 1 0 0 
119	126	31	1 0 0 0 
4	11	11	1 0 0 0 
223	223	28	0 1 1 1 
110	118	47	0 1 1 1 
146	153	31	1 0 0 0 
246	254	38	1 0 0 1 
72	80	45	0 0 1 0 
242	244	21	1 0 0 0 
104	111	46	0 1 0 1 
103	111	38	0 0 0 1 
44	52	11	1 0 0 1 
203	205	8	0 1 1 1 
124	133	33	1 0 1 0 
91	97	24	0 1 1 1 
160	164	31	1 1 1 1 
184	185	29	0 1 1 0 
146	152	25	1 0 1 1 
61	61	24	1 0 1 0 
70	76	46	0 0 0 0 
86	91	37	1 0 1 0 
174	179	38	0 0 0 1 
41	50	7	0 1 1 1 
185	192	30	1 1 0 0 
5	11	8	1 1 1 1 
35	35	10	0 0 1 0 
200	204	2	1 0 0 0 
80	87	4	0 0 0 0 
113	122	21	1 1 0 1 
108	108	17	1 0 1 0 
240	248	10	0 1 1 0 
8	9	49	0 1 1 1 
90	90	24	0 0 0 1 
101	106	33	1 1 1 0 
165	169	44	1 0 0 0 
64	65	3	0 1 1 0 
84	92	6	0 0 0 0 
98	106	19	1 0 0 1 
44	46	32	0 1 0 0 
52	61	40	1 1 1 1 
117	120	30	0 0 1 1 
120	121	35	0 1 0 1 
248	250	21	1 1 0 1 
46	55	26	1 1 0 1 
226	227	0	0 1 0 1 
195	195	31	1 0 0 0 
97	105	31	1 0 0 0 
149	149	44	0 1 1 1 
151	158	46	0 0 1 0 
194	201	30	1 1 1 0 
31	37	9	0 1 1 1 
71	76	10	1 0 0 1 
176	178	42	0 1 1 0 
157	161	41	1 0 1 1 
219	221	24	0 0 1 0 
62	62	30	1 0 0 0 
240	245	19	1 1 1 0 
154	158	6	1 0 1 0 
80	85	3	0 0 0 1 
111	114	41	1 1 0 1 
218	218	5	0 1 0 1 
91	97	7	1 0 1 1 
47	50	29	0 0 1 0 
97	104	48	1 0 1 1 
168	171	26	1 1 1 0 
161	164	34	1 1 1 0 
172	176	38	0 1 1 0 
103	109	26	0 1 1 1 
148	148	17	1 1 0 1 
202	206	28	0 1 1 0 
248	250	42	0 1 0 0 
211	217	29	0 1 1 1 
125	132	11	1 1 1 0 
62	66	36	1 0 0 1 
117	118	24	1 1 1 1 
237	241	28	1 1 1 1 
128	134	45	1 1 1 0 
245	248	25	1 0 1 0 
91	91	13	1 0 0 1 
67	68	3	0 0 1 0 
57	66	3	1 1 1 0 
111	119	39	1 0 1 1 
213	221	3	0 0 0 1 
192	198	26	1 1 1 1 
3	8	21	1 1 0 0 
186	192	5	0 1 0 0 
165	174	6	0 1 1 0 
243	246	38	1 1 1 1 
89	93	35	1 0 0 1 
102	106	9	0 1 1 0 
34	38	24	1 1 0 0 
58	62	41	1 1 0 1 
168	169	40	1 1 0 1 
31	34	25	1 1 1 1 
211	218	4	1 1 0 0 
79	86	17	0 0 0 0 
30	31	6	0 1 0 1 
137	145	36	0 1 0 0 
39	42	16	1 1 0 1 
119	126	30	1 0 0 1 
26	26	16	1 1 0 0 
216	222	18	0 1 1 0 
241	243	34	1 0 1 1 
190	190	4	1 0 1 1 
147	154	11	0 1 1 1 
249	253	47	1 1 0 0 
30	30	9	1 1 1 1 
129	129	12	1 0 0 0 
74	80	27	1 1 1 1 
121	128	17	1 1 0 1 
120	128	24	0 0 0 0 
137	142	12	1 0 1 1 
194	194	42	0 0 0 0 
36	36	29	1 1 0 0 
221	228	31	0 0 0 1 
160	166	18	1 1 1 1 
183	183	13	0 0 0 0 
56	65	13	0 0 1 0 
112	112	20	0 1 1 0 
188	195	37	1 0 1 0 
48	48	25	1 0 0 1 
232	236	16	1 1 1 1 
78	81	32	1 1 0 1 
130	139	29	1 0 0 0 
232	234	41	1 1 0 0 
85	91	43	1 0 1 0 
215	222	48	0 1 1 0 
97	103	34	0 0 0 1 
249	250	4	0 0 1 0 
177	179	15	1 0 1 0 
100	103	28	0 0 1 0 
38	47	47	1 0 1 0 
195	201	9	0 0 1 1 
17	26	37	1 1 0 1 
43	45	14	1 1 1 1 
5	5	35	0 0 1 1 
180	185	33	1 0 0 1 
38	41	7	1 1 0 0 
137	138	10	1 0 1 1 
220	222	14	1 0 1 0 
188	190	12	0 0 0 1 
205	205	19	0 1 0 1 
159	166	30	0 1 0 1 
154	163	24	1 1 1 0 
202	204	33	1 0 1 0 
60	64	40	1 1 0 0 
88	96	8	1 0 1 1 
107	109	9	0 1 0 0 
98	104	2	1 1 1 0 
56	58	50	0 1 1 0 
244	245	43	1 1 1 0 
199	207	1	0 1 0 0 
53	59	44	1 0 0 0 
14	15	23	1 0 1 0 
80	86	0	1 0 0 1 
192	196	7	0 0 0 0 
64	66	6	1 1 0 1 
60	61	16	0 0 0 1 
36	42	6	1 1 0 1 
113	115	13	0 1 1 1 
224	230	23	1 0 1 0 
128	129	25	0 1 1 1 
164	168	30	1 0 0 0 
238	240	1	1 0 1 1 
131	132	41	0 0 0 0 
99	106	42	1 0 1 0 
64	70	12	1 1 1 1 
25	28	19	0 1 0 0 
66	70	45	0 1 0 1 
72	72	36	1 1 0 1 
143	150	12	1 1 0 1 
164	169	16	1 1 0 0 
105	105	7	1 0 1 0 
2	3	37	0 1 1 0 
22	30	41	1 1 0 0 
44	52	26	1 1 1 0 
56	64	15	1 0 1 1 
81	89	42	0 1 0 1 
156	158	26	1 0 1 1 
98	107	11	0 1 1 0 
55	60	43	0 1 0 0 
44	48	15	1 1 1 0 
198	202	22	1 1 1 0 
215	220	27	1 0 0 0 
29	30	45	0 0 1 1 
61	68	3	0 1 0 0 
118	126	5	0 0 0 0 
226	234	32	0 0 0 0 
94	99	39	1 0 0 0 
135	137	38	1 1 1 0 
67	70	19	1 1 1 1 
31	37	49	0 0 0 0 
155	156	23	0 0 1 0 
57	59	37	1 1 0 1 
146	152	44	1 1 1 0 
113	113	35	1 0 1 1 
71	75	27	0 1 1 1 
52	55	1	0 0 1 1 
112	118	20	0 0 1 0 
135	142	30	0 1 0 1 
80	84	9	1 0 0 0 
87	88	11	1 1 0 0 
211	215	41	1 0 1 1 
228	232	24	1 1 1 1 
40	46	16	0 0 0 0 
17	26	43	1 0 0 0 
212	215	27	0 0 0 0 
80	89	35	1 1 0 0 
96	97	41	0 0 1 1 
109	114	37	0 0 1 0 
36	40	28	1 0 0 0 
117	121	45	0 0 0 0 
92	100	4	0 0 0 0 
114	119	7	1 0 0 1 
126	133	42	1 1 0 1 
157	166	47	0 1 0 1 
188	193	49	0 0 0 1 
223	227	48	0 1 1 1 
47	48	24	1 1 0 1 
237	242	29	0 1 1 0 
126	131	18	0 0 1 0 
123	126	16	1 0 0 1 
3	6	7	1 0 0 0 
86	92	47	1 1 0 1 
240	244	5	0 0 1 0 
60	65	9	0 1 1 0 
183	184	7	1 1 0 1 
147	151	34	0 0 0 1 
26	27	32	0 0 1 1 
201	204	19	0 0 0 0 
51	53	3	0 1 0 0 
184	193	3	1 0 1 1 
23	27	29	1 0 0 0 
32	38	38	0 0 0 1 
240	240	48	0 1 1 1 
68	75	41	0 0 1 0 
123	128	40	0 0 0 0 
131	135	1	0 1 0 1 
12	20	28	1 1 0 0 
10	11	29	0 1 1 0 
74	79	11	0 0 0 0 
7	16	32	0 0 1 0 
110	112	37	1 1 0 0 
244	253	33	1 0 0 1 
61	69	44	1 0 1 0 
192	196	44	0 1 1 0 
150	156	45	1 1 0 1 
193	194	35	0 1 1 0 
57	65	17	0 0 0 0 
97	101	15	0 0 1 0 
243	250	3	1 1 0 0 
160	167	50	1 1 1 0 
38	44	47	0 1 1 0 
150	159	43	0 1 0 0 
13	14	9	0 1 1 1 
58	65	12	0 1 0 0 
93	100	39	0 0 1 1 
63	67	32	1 1 1 0 
39	41	31	0 0 0 0 
56	65	16	1 0 1 0 
182	189	19	1 1 0 1 
100	103	44	1 0 0 1 
222	226	50	1 1 0 1 
60	69	26	0 1 1 1 
167	170	49	0 1 0 1 
85	94	8	0 1 0 1 
103	111	36	1 1 0 1 
30	32	42	1 1 1 0 
147	149	36	0 0 0 1 
25	32	46	1 1 1 1 
57	63	49	1 1 0 0 
95	101	18	1 0 0 0 
84	85	6	0 0 0 0 
110	110	45	0 1 1 1 
178	182	22	1 0 1 1 
13	14	10	1 0 1 0 
230	233	20	1 1 1 1 
4	11	21	0 1 0 1 
33	42	42	0 1 0 0 
181	185	6	1 0 1 1 
188	193	45	1 1 0 1 
53	60	49	0 0 0 1 
104	105	23	0 0 0 1 
78	87	22	1 1 0 1 
104	105	24	1 1 1 0 
63	65	43	0 1 0 1 
154	162	17	1 0 0 0 
133	134	2	1 0 1 1 
248	251	10	1 1 1 0 
128	129	43	0 0 0 1 
113	117	42	1 0 0 0 
189	194	24	0 0 1 0 
236	239	23	0 0 0 0 
161	162	27	0 1 0 0 
47	56	44	0 1 0 0 
237	239	2	1 0 1 0 
158	164	20	1 1 1 1 
192	198	30	1 1 0 0 
160	160	15	1 1 0 1 
206	206	37	1 0 1 0 
78	81	8	0 1 1 1 
121	127	36	1 1 0 0 
117	122	39	1 1 1 0 
106	111	14	1 1 1 1 
5	13	0	1 1 0 0 
208	210	9	0 1 0 1 
78	82	4	0 0 0 1 
13	18	11	0 1 1 0 
44	46	15	0 0 1 0 
101	103	40	1 1 1 1 
26	29	47	1 1 1 1 
111	116	10	0 0 0 1 
74	77	17	1 0 1 1 
64	69	37	0 0 1 1 
2	5	46	1 1 1 1 
219	219	8	0 1 1 1 
130	137	28	1 1 0 1 
35	44	5	1 0 0 1 
105	106	48	0 1 0 1 
143	149	9	1 0 0 1 
116	119	23	1 1 1 1 
11	17	4	1 0 1 1 
194	197	8	0 1 0 1 
230	232	26	0 0 1 0 
165	168	28	1 0 0 0 
179	182	34	0 1 1 0 
138	146	33	1 1 1 1 
73	73	17	0 0 0 1 
228	235	0	1 1 0 0 
84	93	11	1 1 1 1 
121	125	14	1 0 0 0 
170	173	43	0 0 1 1 
81	88	22	0 1 0 1 
47	49	21	0 1 1 0 
13	14	26	0 1 1 0 
37	39	39	0 0 1 1 
62	66	40	1 1 1 0 
155	156	8	1 0 0 1 
239	244	3	1 1 1 1 
155	157	14	1 1 1 0 
90	92	38	0 1 1 1 
158	159	45	0 0 1 0 
156	161	2	0 1 1 0 
11	18	35	0 1 1 1 
197	205	19	0 1 1 0 
143	147	38	1 0 1 0 
134	134	49	0 1 1 0 
118	120	25	1 0 0 1 
200	209	1	0 1 0 1 
198	202	17	1 1 1 0 
27	28	30	0 0 1 1 
79	83	26	0 1 0 1 
0	6	33	1 0 0 1 
9	11	20	0 0 1 0 
215	220	25	1 1 1 1 
187	196	40	0 0 1 1 
67	75	46	0 0 1 1 
200	209	40	0 1 1 1 
65	69	47	1 1 1 0 
25	33	3	0 0 0 1 
71	73	4	0 1 0 0 
122	128	32	1 0 0 0 
165	166	26	1 0 0 1 
9	15	30	1 1 1 1 
31	40	20	0 0 1 0 
54	55	14	0 0 1 0 
203	208	6	1 1 1 1 
215	218	4	0 0 0 1 
4	4	0	1 0 0 1 
149	153	46	1 1 0 1 
52	58	11	1 1 0 0 
231	240	46	1 1 1 1 
2	2	38	1 0 0 1 
40	45	50	1 0 1 0 
146	155	34	0 1 0 0 
60	66	38	1 1 0 0 
221	230	10	0 0 1 1 
216	220	43	1 1 0 1 
235	235	20	1 1 0 0 
180	189	42	1 0 0 0 
170	177	30	0 1 1 1 
52	60	22	0 1 0 1 
20	22	48	1 1 0 0 
147	147	15	1 1 0 1 
141	147	33	0 1 1 1 
244	246	32	1 0 0 1 
227	234	47	1 1 1 0 
246	246	48	0 0 1 0 
90	95	9	0 0 1 0 
122	127	10	0 0 1 1 
145	154	25	1 0 0 0 
75	76	8	0 0 1 0 
241	246	46	0 1 0 0 
78	84	19	0 1 0 1 
102	105	34	1 1 1 1 
39	41	41	0 0 0 1 
95	100	22	0 1 1 1 
132	140	40	0 0 1 0 
4	9	26	1 1 0 0 
171	176	41	1 0 0 0 
33	38	17	1 1 0 0 
71	80	48	1 1 1 0 
202	211	13	1 0 1 1 
241	242	13	0 1 0 0 
210	216	31	1 0 0 1 
114	116	22	0 0 1 0 
10	13	2	1 1 1 1 
106	109	17	0 0 1 1 
13	14	20	1 0 0 1 
7	7	27	1 1 0 0 
43	50	15	1 1 0 0 
114	114	41	1 0 1 1 
146	149	12	1 0 0 0 
52	57	36	0 0 1 0 
58	66	2	0 1 0 0 
44	46	25	1 0 1 0 
60	68	24	0 0 1 1 
174	174	10	0 0 1 0 
30	39	0	0 0 0 1 
6	8	24	0 1 0 1 
116	116	13	0 0 0 0 
122	129	9	0 1 0 1 
118	125	47	0 1 1 1 
209	218	38	0 0 1 1 
210	210	24	0 0 0 1 
93	94	10	0 1 1 0 
227	233	43	0 1 0 0 
29	37	21	0 0 0 1 
192	196	36	1 1 0 0 
6	6	46	0 1 0 1 
43	46	27	1 0 0 1 
14	21	39	1 1 1 1 
193	202	34	1 1 0 0 
115	118	7	1 0 1 0 
72	72	48	1 0 0 1 
30	31	1	1 1 0 0 
233	239	29	0 1 1 1 
226	231	15	1 0 0 0 
61	69	36	0 1 1 1 
93	100	47	0 0 1 1 
125	129	39	1 1 1 0 
184	184	21	1 0 0 0 
81	85	16	1 1 1 1 
26	35	10	0 1 1 1 
11	11	41	0 1 0 0 
65	70	22	1 1 0 0 
221	228	13	1 1 1 0 
159	159	36	0 0 1 0 
21	24	44	0 0 0 1 
8	15	23	0 0 0 1 
87	92	22	1 0 0 0 
199	205	4	0 1 0 0 
14	20	10	0 1 1 0 
188	188	50	1 1 1 1 
163	168	46	1 1 0 1 
11	12	38	0 1 1 0 
100	105	19	1 1 0 0 
163	164	49	1 1 1 1 
29	36	31	0 0 0 0 
208	213	9	0 1 1 1 
46	49	5	1 0 0 1 
125	134	15	0 0 0 0 
200	202	40	0 0 1 0 
156	164	31	0 0 0 1 
163	165	42	1 0 1 1 
52	59	19	1 1 0 0 
156	157	10	1 1 1 1 
236	238	12	1 0 1 1 
222	225	11	1 0 0 0 
149	157	1	1 0 1 0 
171	179	42	1 1 0 1 
211	214	22	1 1 0 1 
18	23	13	0 1 1 1 
60	67	0	1 1 1 1 
19	26	19	1 0 1 0 
28	37	13	0 1 1 0 
198	201	24	1 0 1 0 
205	208	29	1 0 0 1 
42	42	47	1 0 1 0 
85	93	21	1 1 0 0 
194	197	37	0 1 1 0 
232	237	39	0 1 0 0 
61	70	17	1 0 1 1 
144	145	44	0 1 1 1 
248	248	38	1 1 0 0 
80	84	22	1 1 0 0 
207	214	34	1 0 0 1 
191	200	11	1 0 0 1 
102	105	10	1 1 1 1 
201	207	31	1 1 1 1 
133	140	10	0 0 0 0 
98	98	2	0 0 0 0 
208	210	33	1 0 0 1 
171	174	34	0 0 1 1 
94	96	36	1 1 1 1 
38	39	27	1 1 0 1 
111	118	13	1 0 0 1 
168	177	33	0 0 1 0 
126	129	32	0 1 0 0 
191	195	3	1 0 0 0 
117	121	6	0 0 0 0 
103	105	47	0 1 0 0 
19	22	3	1 1 1 1 
6	10	7	1 1 0 1 
173	175	43	1 1 1 0 
232	240	31	0 1 1 0 
55	55	28	1 1 0 0 
234	240	10	1 1 1 1 
198	200	25	1 1 1 1 
7	13	10	0 0 0 1 
108	108	28	1 1 1 1 
23	26	25	0 1 0 0 
231	233	20	0 1 1 0 
167	171	5	0 1 0 1 
184	192	40	0 1 0 1 
102	102	40	0 0 0 0 
78	80	37	1 0 0 0 
93	100	8	0 0 1 1 
10	11	19	1 1 1 1 
166	168	38	1 1 0 1 
16	17	15	1 0 1 1 
24	28	26	1 0 0 0 
230	234	47	1 0 0 1 
71	76	1	1 1 0 1 
134	139	47	1 1 1 1 
75	76	18	1 0 0 0 
1	1	49	0 1 0 1 
203	211	17	1 1 1 0 
1	6	14	1 0 0 0 
47	48	19	0 1 1 0 
238	238	8	0 0 0 1 
230	232	2	1 1 1 0 
129	138	20	1 0 1 0 
188	191	29	0 0 0 0 
32	41	3	1 0 0 1 
22	31	31	0 1 0 0 
163	167	37	0 1 0 0 
61	62	21	0 0 1 1 
181	181	17	0 1 1 0 
59	67	45	0 1 0 1 
83	85	32	1 1 1 1 
207	215	35	0 1 1 1 
82	89	48	1 0 0 1 
222	222	35	0 1 0 1 
19	24	30	1 1 1 1 
97	99	49	0 0 0 0 
71	78	29	0 1 1 1 
35	41	48	0 0 1 0 
32	34	4	0 0 0 0 
108	115	47	1 0 1 0 
24	30	35	1 1 0 0 
153	155	42	0 1 1 1 
104	112	18	1 0 1 0 
28	33	40	1 1 0 1 
203	203	36	0 1 1 0 
23	28	4	1 0 1 0 
19	24	15	0 1 1 0 
30	35	17	0 1 0 0 
76	80	11	0 1 1 0 
9	10	21	1 0 1 1 
223	230	41	1 0 1 0 
34	43	28	1 0 1 0 
240	246	29	0 0 0 1 
213	217	36	1 1 0 0 
242	249	9	0 0 1 1 
49	54	19	0 1 0 1 
34	35	30	0 1 1 0 
227	228	43	1 1 1 1 
204	206	17	1 1 0 0 
229	233	44	0 0 0 1 
237	245	36	0 0 0 1 
6	8	18	0 0 0 1 
70	78	47	1 0 1 1 
107	109	9	1 0 1 1 
19	28	47	0 1 0 0 
52	58	5	0 1 1 0 
229	236	48	1 1 0 1 
169	178	34	1 0 1 1 
47	51	14	0 1 1 1 
25	31	48	0 1 0 1 
103	112	30	0 0 1 0 
218	226	48	1 0 1 0 
163	165	37	0 0 1 0 
9	17	25	0 0 1 1 
17	23	39	1 1 0 0 
86	89	27	1 1 0 1 
42	51	0	0 0 1 1 
239	239	42	1 0 1 1 
226	233	43	0 1 0 0 
137	143	43	1 1 0 1 
14	20	15	0 1 1 0 
2	6	48	1 0 0 0 
210	213	15	1 0 0 1 
50	55	28	0 1 0 1 
127	133	6	1 0 0 0 
215	223	24	0 0 1 1 
125	126	4	1 0 1 1 
188	188	16	1 0 0 1 
45	47	18	1 1 0 0 
162	168	1	0 1 1 1 
71	75	14	0 0 0 0 
221	225	47	0 0 1 0 
185	185	2	0 0 0 0 
139	148	13	1 0 1 1 
167	169	4	1 0 0 0 
103	105	36	0 0 1 0 
146	152	17	0 0 0 1 
35	39	29	0 1 1 0 
235	243	34	1 1 0 1 
167	168	0	1 0 1 0 
67	70	14	0 1 1 1 
125	133	41	0 0 0 0 
166	170	22	1 1 0 0 
229	235	6	0 1 0 1 
131	139	24	1 0 0 1 
174	175	23	0 0 1 0 
185	190	28	1 1 0 1 
74	80	5	0 1 1 0 
98	107	47	0 1 0 0 
137	138	27	0 1 0 1 
55	61	6	1 0 1 0 
19	23	33	0 1 0 0 
97	102	45	1 1 0 0 
141	147	45	1 1 1 0 
194	201	49	0 0 0 1 
185	187	42	1 1 0 1 
237	242	37	0 1 1 0 
1	10	7	1 1 1 0 
44	53	25	0 0 1 1 
190	192	38	1 0 1 1 
97	99	37	0 0 1 1 
12	19	33	1 1 0 1 
5	14	47	1 1 0 0 
215	219	44	0 0 0 0 
187	195	5	1 1 0 0 
20	23	3	0 0 0 1 
33	42	37	1 1 1 0 
115	123	50	0 1 0 0 
165	170	7	0 0 0 0 
70	72	23	1 1 0 0 
1	10	28	1 0 0 1 
137	142	39	0 1 1 1 
198	206	29	1 0 1 0 
155	162	46	0 0 0 1 
126	126	29	1 1 0 1 
220	225	17	0 0 0 0 
34	34	4	1 0 0 0 
66	74	20	1 1 1 0 
176	178	42	1 1 1 0 
232	240	31	1 0 1 0 
23	30	34	1 1 1 1 
196	200	20	0 1 1 0 
29	34	2	0 0 0 1 
120	128	40	0 0 1 1 
44	47	34	0 1 1 0 
58	61	21	0 1 1 0 
52	55	6	0 1 0 0 
208	217	5	0 0 1 1 
100	103	38	0 0 1 0 
146	154	49	1 0 1 0 
126	128	14	1 0 0 0 
35	37	35	0 0 0 1 
50	51	19	0 0 0 0 
143	145	33	0 1 0 0 
86	92	43	0 0 0 1 
98	100	21	1 1 1 1 
75	83	5	0 1 0 1 
62	66	25	0 1 1 1 
246	250	21	1 0 1 1 
59	63	50	1 0 0 0 
145	150	2	0 0 0 0 
210	212	48	0 1 0 0 
8	17	49	0 1 0 0 
121	128	44	1 0 0 1 
5	9	50	0 1 1 0 
106	111	20	0 1 0 0 
211	217	46	0 0 0 0 
80	80	11	1 0 1 1 
100	108	1	1 1 1 1 
59	61	9	1 1 1 0 
202	208	46	1 1 0 1 
4	6	41	0 1 1 1 
201	203	8	1 0 1 0 
185	193	32	0 0 1 1 
72	80	50	1 1 0 1 
81	89	48	1 1 0 1 
57	65	25	1 0 0 1 
108	111	16	1 0 1 1 
228	235	35	0 0 1 0 
159	167	41	0 1 0 0 
230	230	11	1 1 0 1 
91	98	39	0 0 1 1 
98	101	47	1 0 1 0 
87	95	12	1 0 1 0 
78	83	38	1 0 0 1 
136	137	21	0 1 1 1 
125	134	6	1 1 1 1 
239	248	18	1 0 1 1 
189	193	24	0 0 0 1 
68	77	14	1 0 0 1 
45	46	44	0 0 1 0 
17	23	10	1 1 0 0 
149	154	41	1 1 0 1 
31	32	23	1 0 0 1 
145	154	40	0 1 0 1 
108	116	19	0 0 1 0 
89	93	20	1 0 1 1 
52	55	35	0 0 0 0 
209	211	28	1 0 0 0 
111	120	47	1 0 1 0 
37	44	20	0 1 0 0 
86	89	10	1 0 0 0 
100	104	37	1 1 1 0 
140	142	23	1 0 0 1 
35	39	15	1 1 1 1 
69	73	0	1 0 1 0 
144	147	7	1 1 1 0 
219	225	32	1 1 1 0 
90	99	30	1 1 1 1 
91	93	4	1 0 0 0 
207	208	21	1 1 1 0 
215	219	11	1 1 0 0 
197	198	31	0 0 0 0 
18	23	50	1 1 1 0 
191	193	34	1 0 1 1 
44	45	30	0 1 0 0 
6	13	6	0 1 1 1 
149	154	47	1 1 0 1 
187	191	9	1 0 0 0 
234	243	21	0 0 1 1 
59	66	50	0 0 0 0 
33	39	24	0 0 0 0 
55	62	6	0 1 1 0 
170	176	25	1 1 0 0 
155	155	2	0 1 0 1 
197	202	45	1 1 0 1 
210	219	15	1 1 1 0 
